description,poster,rating,title,votes
"On Christmas Eve, three homeless people living on the streets of Tokyo discover a newborn baby among the trash and set out to find its parents.","https://m.media-amazon.com/images/M/MV5BNWY2ODRkZDYtMjllYi00Y2EyLWFhYjktMTQ5OGNkY2ViYmY2XkEyXkFqcGdeQXVyNjUxMDQ0MTg@._V1_QL75_UY281_CR5,0,190,281_.jpg",7.8,Tôkyô goddofâzâzu,34K
"Seeking to recover his memories, a scissor-wielding hairdresser, bungling quasi-assassin stumbles into a struggle for power among two feuding factions.","https://m.media-amazon.com/images/M/MV5BOGM4MTZlZDQtZDdjNC00NGEwLTlhYjktNTY0NDlhYzg3ZmRhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UY281_CR1,0,190,281_.jpg",8.3,Scissor Seven,1.6K
"Æon Flux is a mysterious and amoral secret agent from the country of Monica. Her motives or background are left unexplained, as are those of her antagonist/love, Trevor Goodchild. On her missions, she deals swift, bloody ""justice"" to all that oppose her. The second season episodes of this series were unique in that Aeon died at the end of every single episode.","https://m.media-amazon.com/images/M/MV5BOWFlYzc1NDAtMjhkYi00OGRkLWExYTAtODQ3MzE1MGU1MTY5XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UY281_CR8,0,190,281_.jpg",7.8,Æon Flux,5.9K
"Each game of Blue's Clues involves problem-solving, viewer interaction, and of course, a stop for ""mailtime!"" In this reboot, the animated ensemble cast is back with a new host: Josh, who's just learning how to play Blue's Clues.","https://m.media-amazon.com/images/M/MV5BNTY3ZTQ5ZGUtY2YwYS00YWUxLTkzYTgtZWZlMDkwMDkxMzE0XkEyXkFqcGdeQXVyODUwNjEzMzg@._V1_QL75_UY281_CR1,0,190,281_.jpg",6.8,Blue's Clues & You!,345
"A 12-year old boy named Naota one day meets a strange woman, riding a Vespa and wielding a big guitar. As soon as she appears, mysterious things start happening.","https://m.media-amazon.com/images/M/MV5BYzkzYjI2YzMtZjllMS00MzRmLTk2MDMtZWY4Zjg4N2M2NmIxXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UY281_CR4,0,190,281_.jpg",8.2,FLCL,16K
"Centers on a hot-headed, foul-mouthed high school basketball coach who thinks turning around his godawful team will take him to the ""big leagues.""","https://m.media-amazon.com/images/M/MV5BMjNjZjRhMmMtNzgzMi00YjE4LTg5ZDYtYzljZDg4MmFjY2NmXkEyXkFqcGdeQXVyODc0OTEyNDU@._V1_QL75_UX190_CR0,0,190,281_.jpg",6.1,Hoops,5.1K
"The Secret Magic Control Agency sends its two best agents, Hansel and Gretel, to fight against the witch of the Gingerbread House.","https://m.media-amazon.com/images/M/MV5BNjkyNzQ4ODItMTkwZi00ODY3LWI3MzgtZDAyZjJiOWEwMDYxXkEyXkFqcGdeQXVyODk0OTc5NTQ@._V1_QL75_UY281_CR6,0,190,281_.jpg",6.2,Secret Magic Control Agency,3.1K
"In a post-apocalyptic future humans live in peace with androids in a domed city. However, a strange series of murders has intruded into bored inspector Re-l Mayer's life.","https://m.media-amazon.com/images/M/MV5BOWUxNzIzNzgtYzhiMC00ZTlmLWIxYjctMjhhNDFhOGJmNjRmL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UY281_CR11,0,190,281_.jpg",8.0,Ergo Proxy,13K
"Ayuzawa Misaki serves as the student council president at Seika High. However, unbeknownst to her classmates, she works part-time as an employee at a Maid Cafe. Usui Takumi, a boy from her school, discovers this secret.","https://m.media-amazon.com/images/M/MV5BNWJkYzM4MWQtZWE2Mi00NmJkLTg5ZmUtNzNlMGYzOWYwYzE4XkEyXkFqcGdeQXVyNzQzNzQxNzI@._V1_QL75_UY281_CR0,0,190,281_.jpg",8.0,Kaichou wa meido-sama!,6.2K
A group of never-do-well forest rangers are facing the shutdown of their National Park when a new ranger arrives to help transform them and save the park.,"https://m.media-amazon.com/images/M/MV5BMTczNDI4NTc0OF5BMl5BanBnXkFtZTgwMjY5NjQxMDE@._V1_QL75_UY281_CR9,0,190,281_.jpg",7.3,Brickleberry,15K
"Hathaway Noa, still haunted by his past actions, joins a terrorist organization called Mufti and adopts the alias ""Mufti Nabiyy Erin"". Mufti is fighting a terrorist campaign against the Earth Federation government.","https://m.media-amazon.com/images/M/MV5BYTVmYjFkMWEtNTM0Mi00NjQ2LTgxOWItOTBmODA2Zjc1YmQ5XkEyXkFqcGdeQXVyMTMxNDQyNjM5._V1_QL75_UY281_CR5,0,190,281_.jpg",6.8,Kidô senshi Gandamu: Senkô no Hasauei,883
"Jafar comes for revenge on Aladdin, using a foolish thief and Iago's treachery to find a way back into power.","https://m.media-amazon.com/images/M/MV5BNTI0ZTI4MTYtOGFjMy00NjUwLWFlMWQtNzg2ODQ2ZmEzODExXkEyXkFqcGdeQXVyNzY1NDgwNjQ@._V1_QL75_UX190_CR0,5,190,281_.jpg",5.9,The Return of Jafar,28K
"In 2012, the world allegedly comes to an end at the hands of a human-made virus, ravaging the global populace and leaving only children untouched. It is at this time that vampires emerge from the recesses of the earth.","https://m.media-amazon.com/images/M/MV5BZTNlYmU1MmItMGFiNi00MjUxLThlOWMtMzgxMzIyNzk3ODgwXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UY281_CR6,0,190,281_.jpg",7.5,Owari No Seraph,4.3K
"4 Teenage girls form Team RWBY and train to fight crime and monsters known as the Grimm, while the world of Remnant remains on the brink of an all out war.","https://m.media-amazon.com/images/M/MV5BOTM4MTllODUtNTQzOS00ZDVlLWIyMjAtMzI1OGZmZWY1NGMxXkEyXkFqcGdeQXVyMjIxNjY2NjE@._V1_QL75_UY281_CR5,0,190,281_.jpg",7.8,RWBY,5.4K
The globe-trotting treasure-hunting money-making adventures of billionaire Scrooge McDuck and his nephews.,"https://m.media-amazon.com/images/M/MV5BYjNmYTAzZjgtYTE0NC00ZGUwLWEwYTYtMTI0ZTljYjI5MWVmXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UY281_CR4,0,190,281_.jpg",8.1,DuckTales,31K
"After suffering defeat, Yuri Katsuki hangs up his ice skates for good. But will an encounter with two top skaters reignite his passion?","https://m.media-amazon.com/images/M/MV5BMjU5OGIyM2EtOGViMi00Y2U5LWI0MDItYTM3MDNhOGMzNmE3XkEyXkFqcGdeQXVyNjkyMTU2NDM@._V1_QL75_UY281_CR5,0,190,281_.jpg",8.3,Yuri!!! On Ice,6.9K
"After being brutally murdered in a subway station, a teen boy awakens to find himself resurrected by a strange computer named Gantz, and forced to fight a large force of invading aliens in Osaka.","https://m.media-amazon.com/images/M/MV5BZmRiNWVmZDctM2Q2Ny00NzMwLTkwYTItMmU0ZmE5MDUwNTBiL2ltYWdlXkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_QL75_UY281_CR6,0,190,281_.jpg",7.1,Gantz: O,14K
"The adventures of Carmen Sandiego, a globe-hopping master thief.","https://m.media-amazon.com/images/M/MV5BY2ZkZTI0MzktYjQyOC00MDQ5LWE4MDItMjE5NTQ3NmM4MGQzXkEyXkFqcGdeQXVyNDQxNjcxNQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",7.9,Carmen Sandiego,5K
An updated animated series centering on the Caped Crusader himself as he partners and deals with his fellow superheroes in the DC Comics universe.,"https://m.media-amazon.com/images/M/MV5BMDBiODMwZmYtYWFiZC00N2I2LWJiMDktMGYwM2QxNzUxMzc3XkEyXkFqcGdeQXVyMTEyNzgwMDUw._V1_QL75_UX190_CR0,0,190,281_.jpg",7.3,Batman: The Brave and the Bold,8.3K
"To save their farm, the resident animals go bounty hunting for a notorious outlaw.","https://m.media-amazon.com/images/M/MV5BYWIyNWEwZDctMzkzNC00NzkyLTk5YWUtOWQ5MzBhMGE1NTE4XkEyXkFqcGdeQXVyNjExODE1MDc@._V1_QL75_UX190_CR0,0,190,281_.jpg",5.4,Home on the Range,22K
"In this collection of animated shorts based on the stories and characters by A.A. Milne, Winnie the Pooh, a honey-loving teddy bear, embarks on some eccentric adventures.","https://m.media-amazon.com/images/M/MV5BNjg5MjQzYTQtMTUzZC00NzlkLTgzZDEtMjg0OWY4NTNjNzJlXkEyXkFqcGdeQXVyNjI4MjU4MTY@._V1_QL75_UX190_CR0,3,190,281_.jpg",7.6,The Many Adventures of Winnie the Pooh,34K
Ben 10 is the fifth iteration of the Ben 10 franchise. It serves as a reboot of the television series loosely based upon the original series.,"https://m.media-amazon.com/images/M/MV5BNWZiM2Q1MzYtMDc5Zi00Y2YzLTkxODktNzM0NGM5NzhkMWU3XkEyXkFqcGdeQXVyMTMwNTg5NDc0._V1_QL75_UX190_CR0,2,190,281_.jpg",2.7,Ben 10,3.5K
"Two best friends go to a magic sleep-away camp, where nothing is what it seems.","https://m.media-amazon.com/images/M/MV5BOWJmZDI2ZGItMjUxNy00ODdmLTkwZGEtOWY2NzQ1NWNiYmQ5XkEyXkFqcGdeQXVyMTI1NjExNTg3._V1_QL75_UY281_CR18,0,190,281_.jpg",7.4,Summer Camp Island,1.2K
"This retelling of the Hans Christian Andersen classic fairy tale has the digit-sized heroine evading the clutches of various toads, moles, and beetles before she can proceed with her courtship with her dream lover, Prince Cornelius.","https://m.media-amazon.com/images/M/MV5BNmE3MjdmMGMtOThhMS00OGRhLTllNDItMmJmN2QxMjA4ZTI2XkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_QL75_UX190_CR0,2,190,281_.jpg",6.4,Thumbelina,16K
"After his principal (Andy Daly) destroys his sketchbook, Rafe (Griffin Gluck) and his best friend Leo (Thomas Barbusca) decide to ""destroy his book"" and break every rule in the school's Code of Conduct.","https://m.media-amazon.com/images/M/MV5BNjQzMTczNjI0Ml5BMl5BanBnXkFtZTgwODY5MTY5OTE@._V1_QL75_UX190_CR0,10,190,281_.jpg",6.1,Middle School: The Worst Years of My Life,8.4K
"Various people, especially two rising commanders, cope with a massive continual space conflict between two interstellar nations.","https://m.media-amazon.com/images/M/MV5BNDliMmFjMWEtYTFjZi00NzdlLWI5MjEtNWMxMWQxOTg3YmI2XkEyXkFqcGdeQXVyNjExODE1MDc@._V1_QL75_UX190_CR0,2,190,281_.jpg",9.0,Ginga eiyû densetsu,2.9K
An HD and enhanced remaster of Dragon Ball Z.,"https://m.media-amazon.com/images/M/MV5BNWRlNWI5ZmQtMWU2NC00ZDYzLThkOWMtYTA2NWJjZWZjMGI5XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_QL75_UY281_CR5,0,190,281_.jpg",8.2,Dragon Ball Kai: Doragon bôru kai,22K
"An outcast Husky risks his life with other sled dogs to prevent a deadly epidemic from ravaging Nome, Alaska.","https://m.media-amazon.com/images/M/MV5BMjBhNmFlZjMtMzhlYy00NDBlLWFiMjctMmE0ZjgwOGM2MTNmXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_QL75_UX190_CR0,7,190,281_.jpg",7.1,Balto,41K
"When Kiyotaka enters an elite government-sponsored high school, he finds out just how merit-based this education system is.","https://m.media-amazon.com/images/M/MV5BYzk0YTdlNGQtNzNiYy00MmM4LTk0YmQtYmNlNWQ2MjlkMTQ3XkEyXkFqcGdeQXVyMzgxODM4NjM@._V1_QL75_UX190_CR0,2,190,281_.jpg",7.6,Classroom of the Elite,3.1K
"The epic and over-the-top adventures of Dethklok, the world's most successful death metal band.","https://m.media-amazon.com/images/M/MV5BZjVkMTRlZDktNzFkYi00ZmRkLTkxZmQtOTZiZTg0NzJhOWE3L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UY281_CR5,0,190,281_.jpg",8.2,Metalocalypse,16K
"The adventures of six fish-tailed kids- Molly, Gil, Oona, Deema, Nonny, and Goby.","https://m.media-amazon.com/images/M/MV5BOWY0YjIzYzctNGQ2My00ZTU2LWE3MTQtZGIyZWFhMmUyYzQ1XkEyXkFqcGdeQXVyMjM5NDQzNTk@._V1_QL75_UY281_CR5,0,190,281_.jpg",6.4,Bubble Guppies,1.3K
"A boy named Itsuka Shido meets a spirit girl who has been rejected by a devastated world. The girl, who Shido names Tohka, happens to have wiped out much of humanity 30 years ago, and now she is back. The only way to stop her is to date her.","https://m.media-amazon.com/images/M/MV5BNjhhMWZkYzItZWZiMy00MjdlLWIxNjQtZGFlMGQ4YzVmNTAyL2ltYWdlXkEyXkFqcGdeQXVyMzgxODM4NjM@._V1_QL75_UY281_CR5,0,190,281_.jpg",7.0,Date a Live,2.5K
"100% Wolf centers on Freddy Lupin, heir to a proud family line of werewolves. Positive he'll become the most fearsome werewolf ever, Freddy is in for a shock when his first ""warfing"" goes awry, turning him into a ferocious - poodle.","https://m.media-amazon.com/images/M/MV5BYmRiYTM3ZGMtNzA1Yy00OWQ1LWE2ZGEtZTRiYzYyZDZjYWYwXkEyXkFqcGdeQXVyMjMwODE4ODI@._V1_QL75_UY281_CR3,0,190,281_.jpg",5.7,100% Wolf,1.3K
"A monster truck and his human driver go on adventures together while learning about science, technology, engineering and math.","https://m.media-amazon.com/images/M/MV5BYzc4MGRlNGYtNjhmYy00NWNlLWEzNGEtY2E3M2RlMzg3ZjAwXkEyXkFqcGdeQXVyNTI4MzU5MzY@._V1_QL75_UX190_CR0,2,190,281_.jpg",5.6,Blaze and the Monster Machines,710
"A dashing thief, his gang of desperadoes and an intrepid policeman struggle to free a princess from an evil count's clutches, and learn the hidden secret to a fabulous treasure that she holds part of a key to.","https://m.media-amazon.com/images/M/MV5BYzYyNjg3OTctNzA2ZS00NjkzLWE4MmYtZDAzZWQ0NzkyMTJhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX190_CR0,2,190,281_.jpg",7.6,Rupan sansei: Kariosutoro no shiro,29K
A little orphaned girl joins a freak-show circus troupe whose members rape and abuse her. She then finds a glimmer of hope in the enigmatic magician who joins the group.,"https://m.media-amazon.com/images/M/MV5BZGVhNGVjZjEtMTUyNS00NmEwLWE0ODMtNzhkZTk4Njc1ZWEzXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_QL75_UY281_CR2,0,190,281_.jpg",6.6,Shôjo tsubaki: Chika gentô gekiga,2.1K
"Armed with tech gear, awesome ideas, and an unfailing sense of humor, Talking Tom and Friends are on a mission to make their dreams come true. Although things never entirely turn out the way they plan, this incredible group is destined to warm hearts - and break a funny bone or two - along the way.","https://m.media-amazon.com/images/M/MV5BODIzYzg0MjctN2ZlMi00NDg5LWFhNjItODQwNGY5MzI1ZDc4XkEyXkFqcGdeQXVyNzQ3MTg1NDQ@._V1_QL75_UY281_CR4,0,190,281_.jpg",6.2,Talking Tom and Friends,373
"A little girl lives in a very grown-up world with her mother, who tries to prepare her for it. Her neighbor, the Aviator, introduces the girl to an extraordinary world where anything is possible, the world of the Little Prince.","https://m.media-amazon.com/images/M/MV5BNjg0OTM5OTQyNV5BMl5BanBnXkFtZTgwNDg5NDQ0NTE@._V1_QL75_UY281_CR9,0,190,281_.jpg",7.7,Le Petit Prince,59K
Jackie Chan and his extended family must fight a criminal organization for magic talismans that could release an evil spirit.,"https://m.media-amazon.com/images/M/MV5BNzQyYTFmYTAtMWY4NC00ZGU0LTg1MzUtODMxYmZlY2UwNGQ4XkEyXkFqcGdeQXVyMjgyMDk1MzY@._V1_QL75_UY281_CR4,0,190,281_.jpg",7.4,Jackie Chan Adventures,18K
"An animated retelling of Charles Dickens' classic novel about a Victorian-era miser taken on a journey of self-redemption, courtesy of several mysterious Christmas apparitions.","https://m.media-amazon.com/images/M/MV5BMTM1MTI5ODU4MV5BMl5BanBnXkFtZTcwNTYyNTU4Mg@@._V1_QL75_UY281_CR0,0,190,281_.jpg",6.8,A Christmas Carol,107K
"Bugs Bunny, Daffy Duck, Porky Pig and many other classic Looney Tunes characters have all new misadventures in this series inspired by their classic shorts. Most episodes consist of two full shorts and a brief mid-episode vignette.","https://m.media-amazon.com/images/M/MV5BMTlhOWQwNmItMGQzZC00MDczLWJmOWItZWE4YmFhZDlmOTFlXkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_QL75_UY281_CR18,0,190,281_.jpg",8.1,Looney Tunes Cartoons,1K
"A minor god seeking to gain widespread worship teams up with a human girl he saved to gain fame, recognition and at least one shrine dedicated to him.","https://m.media-amazon.com/images/M/MV5BMjY1MjU5MjQtZWFiNi00MjE0LTk1ZTktY2RhNzc1OWQ1M2FjXkEyXkFqcGdeQXVyNTk5NTQ1NzM@._V1_QL75_UX190_CR0,2,190,281_.jpg",7.9,Noragami,13K
"Wallace and his loyal dog, Gromit, set out to discover the mystery behind the garden sabotage that plagues their village and threatens the annual giant vegetable growing contest.","https://m.media-amazon.com/images/M/MV5BMTk1NzIwNTM1NV5BMl5BanBnXkFtZTcwMDA1NzkyMw@@._V1_QL75_UX190_CR0,0,190,281_.jpg",7.4,The Curse of the Were-Rabbit,130K
"The history of Gon Freecs, a boy who left home alone to become a Hunter. In the hard test, Gon meets Leorio, Kurapika and Killua.","https://m.media-amazon.com/images/M/MV5BMWY2OTQwNWUtZWUxYy00OGUzLTkxMmYtNzE4ZTI0ZTBlYTU5XkEyXkFqcGdeQXVyMTA3OTEyODI1._V1_QL75_UY281_CR6,0,190,281_.jpg",8.6,Hunter x Hunter,7.2K
"Craig of the Creek follows a young boy, Craig, and his two friends, Kelsey and JP, as they go on adventures within a world of untamed, kid-dominated wilderness in the creek.","https://m.media-amazon.com/images/M/MV5BNDdkNzA1NmQtNWZiNS00NWYyLWFmNzYtOTcwNjJmN2VjNDMxXkEyXkFqcGdeQXVyODQzMjA3OTQ@._V1_QL75_UX190_CR0,0,190,281_.jpg",7.3,Craig of the Creek,1.6K
It's a whole new world for Arlo and his one-of-a kind pals when they set out to restore a run-down New York City neighborhood and make it their own.,"https://m.media-amazon.com/images/M/MV5BNWU2NDdkZDYtZDVjYS00NjFmLWJkODItMzViODAwYjVhYjk5XkEyXkFqcGdeQXVyMTEzMTI1Mjk3._V1_QL75_UY281_CR18,0,190,281_.jpg",7.3,I Heart Arlo,44
Toto and his friends must rescue his egg children after they're taken away for a gourmet food event in Africa.,"https://m.media-amazon.com/images/M/MV5BNTA2OWFmNDktMGE0OS00Yzg2LTkzODQtNTE3YjNhYTA3YTkzXkEyXkFqcGdeQXVyMTAxNjU3ODY0._V1_QL75_UY281_CR14,0,190,281_.jpg",6.2,Un rescate de huevitos,72
A smart and cynical girl goes through teenage life as a proud outsider in a world of mainly idiotic adolescents and condescending adults.,"https://m.media-amazon.com/images/M/MV5BM2IyNTQ5NGYtN2NkOS00YTcwLTg2MmQtNmI2N2Q5MWE5YzNlXkEyXkFqcGdeQXVyODk1MjAxNzQ@._V1_QL75_UX190_CR0,2,190,281_.jpg",8.0,Daria,24K
A pair of teenage royals and their bodyguard escape from their home planet and try to blend in on Earth.,"https://m.media-amazon.com/images/M/MV5BODJlOGUwN2MtY2VmYi00M2VjLTg4ZDYtNzA2NmFmYWY0ZjhmXkEyXkFqcGdeQXVyNTM0NjIxMzA@._V1_QL75_UX190_CR0,0,190,281_.jpg",7.7,3Below: Tales of Arcadia,5.4K
A high school student's blissful days with his girlfriend are interrupted when his first crush returns in two forms.,"https://m.media-amazon.com/images/M/MV5BYjJmZGUyYmItNzBmNi00MTc0LTljNmUtNWU0NGYxZjVmYTUxXkEyXkFqcGdeQXVyMzgxODM4NjM@._V1_QL75_UY281_CR4,0,190,281_.jpg",8.3,Seishun Buta Yaro wa Yumemiru Shoujo no Yume wo Minai,3.1K
Five teenagers become the last line of defense for the galaxy in an intergalactic battle against the evil alien force led by King Zarkon.,"https://m.media-amazon.com/images/M/MV5BMjA2MzMzNTg5NV5BMl5BanBnXkFtZTgwMzAzOTc4ODE@._V1_QL75_UY281_CR0,0,190,281_.jpg",8.1,Voltron: Legendary Defender,8.2K
"Vanitas and Noe attend a masquerade party exclusively for vampires, which gets out of hand.","https://m.media-amazon.com/images/M/MV5BYzljZjIxZWEtMDY1ZS00NWViLWJhY2MtZjRhZDFhMWVjZmE4XkEyXkFqcGdeQXVyMzgxODM4NjM@._V1_QL75_UY281_CR4,0,190,281_.jpg",8.0,She Was Pretty,266
"When the fate of their world, Ninjago, is challenged by great threats, it's up to the ninja: Kai, Jay, Cole, Zane, Lloyd and Nya to save the world.","https://m.media-amazon.com/images/M/MV5BZjNjMzYxZjgtMTk2My00NDM3LTk4ZTYtNjk1YjI0MTk5MGM3XkEyXkFqcGdeQXVyODA4NTcxMTQ@._V1_QL75_UY281_CR5,0,190,281_.jpg",7.2,Ninjago: Masters of Spinjitzu,3.6K
A rather neurotic ant tries to break from his totalitarian society while trying to win the affection of the princess he loves.,"https://m.media-amazon.com/images/M/MV5BMzMzMDdlMDktODg4OC00Y2E5LTk1ZjMtNzM2MzIxZGQ0ZGI3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,1,190,281_.jpg",6.5,Antz,150K
"The Madagascar animals fly back to New York City, but crash-land on an African nature reserve, where they meet others of their own kind, and Alex especially discovers his royal heritage as prince of a lion pride.","https://m.media-amazon.com/images/M/MV5BMjExMDA4NDcwMl5BMl5BanBnXkFtZTcwODAxNTQ3MQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",6.6,Madagascar: Escape 2 Africa,214K
"A pampered dog named Trouble must learn to live in the real world, while trying to escape from his former owner's greedy children.","https://m.media-amazon.com/images/M/MV5BYzk5NTEyZTUtNWM0ZC00ZWMzLTk2ZTMtMDRhMWJiNzJkYmJiXkEyXkFqcGdeQXVyNzQ3MTA4MDk@._V1_QL75_UX190_CR0,0,190,281_.jpg",5.8,Trouble,2.8K
A team of mutant superheroes fight for justice and human acceptance in the Marvel Comics universe.,"https://m.media-amazon.com/images/M/MV5BNTVjNmEwNTMtNmQ2ZC00MGJkLWI3MDgtNzMyNTc4YjVkNTQ1L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UY281_CR7,0,190,281_.jpg",8.4,X-Men,39K
"An animated television show that focuses on a sixteen-year-old Peter Parker, and the origins of Spider-Man.","https://m.media-amazon.com/images/M/MV5BMWZmYTI4MDctMzU4OC00ODJmLTkwMTgtYjRmMDRkMzc3NWZkXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UX190_CR0,4,190,281_.jpg",8.2,The Spectacular Spider-Man,12K
The adventures of a single dad and his weird Alaskan family.,"https://m.media-amazon.com/images/M/MV5BZGI1NDg3NjItZGM2ZC00YWNkLTk1ZjUtYTc2N2MwOGRlZTJhXkEyXkFqcGdeQXVyODQ4MjU1MDk@._V1_QL75_UX190_CR0,0,190,281_.jpg",6.5,The Great North,2K
"The adventurous life of Cricket Green, a country boy who moves with his family from their rural farm to a modern metropolis.","https://m.media-amazon.com/images/M/MV5BNzA4ODUwNDA0OF5BMl5BanBnXkFtZTgwMjc1NjM1NTM@._V1_QL75_UX190_CR0,2,190,281_.jpg",7.2,Big City Greens,1.5K
Two mice of the Rescue Aid Society search for a little girl kidnapped by unscrupulous treasure hunters.,"https://m.media-amazon.com/images/M/MV5BYjkzZmQzOGQtODZmOS00OTdhLWI0MzktNGQ4NzMyZGE0YTJkXkEyXkFqcGdeQXVyNDUzNzgxODE@._V1_QL75_UX190_CR0,2,190,281_.jpg",6.9,The Rescuers,61K
"The protagonist, Baki Hanma, trains with an intense focus to become strong enough to surpass his father, Yujiro Hanma, the strongest fighter in the world.","https://m.media-amazon.com/images/M/MV5BMmQxZmRmNmUtZWUxNi00NzhiLWEwNzEtZTUyZWRhOWY5Yjg2XkEyXkFqcGdeQXVyMTAwMzM3NDI3._V1_QL75_UY281_CR1,0,190,281_.jpg",6.7,Baki,4.5K
"Believing in humanity and order, policewoman Akane Tsunemori obeys the ruling, computerized, precognitive Sibyl System. But when she faces a criminal mastermind who can elude this ""perfect"" system, she questions both Sibyl and herself.","https://m.media-amazon.com/images/M/MV5BYmNlMTYzNDMtZjI5NS00NTdjLTlkYWMtMWMzZWJjODY2YzAzXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UY281_CR4,0,190,281_.jpg",8.2,Psycho-Pass,17K
A comedy about female teachers who can't help developing romantic interests in their male students.,"https://m.media-amazon.com/images/M/MV5BYmJjYjJhOWMtYmU4OS00YjcwLWI1ODctMGQ4MWNiOTE0NGZhXkEyXkFqcGdeQXVyMzgxODM4NjM@._V1_QL75_UX190_CR0,2,190,281_.jpg",6.4,Nande Koko ni Sensei ga!?,948
