description,poster,rating,title,votes
Batman goes on vacation and chaos erupts in Gotham.,"https://m.media-amazon.com/images/M/MV5BMTYyNzU3NzQxMF5BMl5BanBnXkFtZTgwODkxMjg0OTE@._V1_QL75_UY281_CR11,0,190,281_.jpg",6.1,Lego DC Comics Superheroes: Justice League - Gotham City Breakout,1.5K
"Grimace, we need your help...says the mysterious letter from Grimace Island. So, off to the rescue go Grimace and his pals through stormy seas, a gang of pirates, and giant sea monsters! And with Ronald's help, Grimace finds the courage he never knew he had!","https://m.media-amazon.com/images/M/MV5BMjdhNTAzNWQtOTBkNS00YmU4LTg4ZTctMGRkOTE2NTljNTIzXkEyXkFqcGdeQXVyOTAwNTI4NDM@._V1_QL75_UX190_CR0,28,190,281_.jpg",6.4,The Wacky Adventures of Ronald McDonald: The Legend of Grimace Island,123
"Widget is an alien that has come down from the sky to learn about humans with the aid of his sidekick, Brain. They explore the world and educate kids on health, safety, emotions and dangers.","https://m.media-amazon.com/images/M/MV5BMTI2ODMwMzk3Ml5BMl5BanBnXkFtZTcwMDYwOTAyMQ@@._V1_QL75_UX190_CR0,10,190,281_.jpg",6.9,"Widget, the World Watcher",316
"When the real King Arthur and his knights are captured by Morgana, Merlin casts a spell to bring an American football team called The Knights led by Arthur King to the past to help free the real king and stop Morgana's evil plans by collect magical keys. There was one key for each knight and one for King Arthur.","https://m.media-amazon.com/images/M/MV5BMTk2NTA4MDIwNl5BMl5BanBnXkFtZTcwMDMwNjMyMQ@@._V1_QL75_UX190_CR0,31,190,281_.jpg",7.3,King Arthur and the Knights of Justice,482
"Elmer Fudd introduces two pieces of classical music: ""Tales of the Vienna Woods"" and ""The Blue Danube"", and acted out by Bugs Bunny, Porky Pig, Laramore the Hound Dog, a family of swans, and a juvenile Daffy Duck.","https://m.media-amazon.com/images/M/MV5BN2Y1ODQyZjQtYmE4ZS00YTA0LWI2OGYtNGVkMmEyNDNhMTgwXkEyXkFqcGdeQXVyNjc2NTQzMjU@._V1_QL75_UX190_CR0,2,190,281_.jpg",7.4,A Corny Concerto,1.9K
"Tanjiro finds his family slaughtered and the lone survivor, his sister Nezuko Kamado, turned into a Demon. To his surprise, however, Nezuko still shows signs of human emotion and thought. Thus begins Tanjiro's journey to seek out the Demon who killed their family and turn his sister human again. A recap film of Kimetsu no Yaiba, covering episodes 1-5 with extra footag...","https://m.media-amazon.com/images/M/MV5BOTEzZTY5ODAtNjJmZi00ZWExLThmYzYtYTNmMjQ4NmY2Y2I2XkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_QL75_UX380_CR0,36,380,214_.jpg",8.0,Kimetsu no Yaiba: Kyoudai no Kizuna,22
"Dragons return to Ever After High, and so does the Evil Queen. When the most epic competition and evil scheme starts at Ever After High, Raven and Apple must let go of their story conflict and save their beloved school together.","https://m.media-amazon.com/images/M/MV5BYmUzODVkN2YtZDRmOS00YzA5LWI5ZmUtNTZmZTNmMGM4YzQ0XkEyXkFqcGdeQXVyNjE2MjQwNjc@._V1_QL75_UY281_CR6,0,190,281_.jpg",7.6,Ever After High: Dragon Games,233
"The simple, charming serie fallows Kanojo as she job hunts and experience various changes in her life, all while her cat Daru remains the supportive constant.","https://m.media-amazon.com/images/M/MV5BMjM3YzViODAtMjAxZS00OTdiLWFlNmYtMWQ5MTUzNGU0MjQ0XkEyXkFqcGdeQXVyMzA3NDI5NTQ@._V1_QL75_UY281_CR5,0,190,281_.jpg",7.7,Kanojo to Kanojo no Neko: Everything Flows,1K
The outcast son of a primate King learns about being a monkey.,"https://m.media-amazon.com/images/M/MV5BYzgwNWFhNjAtY2U1Mi00ZDM1LWE1YzktYzI1YjcwZDJkOWY4XkEyXkFqcGdeQXVyNzMzMjU5NDY@._V1_QL75_UY281_CR3,0,190,281_.jpg",5.0,Pourquoi j'ai pas mangé mon père,1.1K
"Fred and Barney have new positions as police officers, Wilma and Betty have jobs as newspaper reporters at The Bedrock Gazette with Captain Caveman. Pebbles and Bamm-Bamm are teenagers and they solve mysteries with Dino in a similar fashion to Scooby-Doo. The Flinstones have new neighbors named then Frankenstones, a family reminiscent of the Munsters.","https://m.media-amazon.com/images/M/MV5BZTNkYWFhMjktZmNlZS00NGZhLWExNDAtMWRiNzg4MDgzN2IwXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_QL75_UY281_CR93,0,190,281_.jpg",6.8,The Flintstone Comedy Show,239
ALF and his friends retell classic stories in their own unique way.,"https://m.media-amazon.com/images/M/MV5BMTQ0NDg4MTA3NV5BMl5BanBnXkFtZTcwNTYyODIzMQ@@._V1_QL75_UY281_CR5,0,190,281_.jpg",6.5,ALF Tales,248
"Advanced AI robots have drained the Earth of its natural resources. A rebel human alliance in space with no planet to call home, calls on Bigfoot to do battle with humanity's greatest enemies, the Illuminati.","https://m.media-amazon.com/images/M/MV5BYjJiZjc1YzQtOTMzZi00YmExLTg1NDItMmNlZThjOTgyZjg3XkEyXkFqcGdeQXVyMTEzMjQzMDM1._V1_QL75_UY281_CR11,0,190,281_.jpg",2.9,Bigfoot vs the Illuminati,95
"A painter who can temporarily talk to the creatures of an enchanted forest, must help them stop the evil Cactus King, who's building an army of magical living weapons and machines to turn the forest into a wasteland perfect for the cacti.","https://m.media-amazon.com/images/M/MV5BNzJkOTQ2MTktOTVhZi00NDVhLTgzYmUtYjU1YjEyZWRkMTY5XkEyXkFqcGdeQXVyNjUyMzA0MzY@._V1_QL75_UY281_CR0,0,190,281_.jpg",8.1,Cudesna suma,1.4K
"It's 2162 and life is a blast for space adventurer siblings, Jet and Adelaide Nova. After all, what tween wouldn't want to divide their days between living on an international space station and accompanying their parents on awesome interstellar missions. Of course it's not all asteroid chases and exploding star systems. Jet and Adelaide also have to attend school, do ...","https://m.media-amazon.com/images/M/MV5BODQ3ODUxYTAtZjdlNi00ZWUwLTlhZTItMGMwZTU4OWM1YTQzXkEyXkFqcGdeQXVyNTU2NTAxNDk@._V1_QL75_UY281_CR5,0,190,281_.jpg",9.3,Space Nova,7
The film follows a girl named Sintel who is searching for a baby dragon she calls Scales.,"https://m.media-amazon.com/images/M/MV5BMzc5NTUzNTgzMF5BMl5BanBnXkFtZTcwODcwMzQ5Mw@@._V1_QL75_UY281_CR5,0,190,281_.jpg",7.5,Sintel,3.5K
"When the princess of a land ruled by the power of one's will is kidnapped by a traitorous priest, she summons three young girls from Japan to potentially fulfill the legends of the Magic Knights. Stranded upon this mysterious world until they can rescue the princess, the trio struggle to survive against the Priest's assault.","https://m.media-amazon.com/images/M/MV5BMDIwNDIxNWYtZGRhMC00ZTYxLWE0ZDAtOWMwMTM0NjYwMjZkXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_QL75_UY281_CR11,0,190,281_.jpg",7.7,Magic Knight Rayearth,863
"Eep reveals how a comical accident led her and Dawn to discover the joys of tricking their families and set about performing ""the world's first pranks"".","https://m.media-amazon.com/images/M/MV5BMjI4NjM1NDkyN15BMl5BanBnXkFtZTgwODgyNTY1MjE@._V1_QL75_UX140_CR0,13,140,140_.jpg",5.5,Dear Diary: World's First Pranks,21
"Facing off against Korguar Academy and the Female Furies, can the Super Hero High team bring home the championship? Let the games and the action begin!","https://m.media-amazon.com/images/M/MV5BMjczODczNjYtZGVhMC00MjZmLWI4NmEtMTg0MzU2MzQ5NTQ2XkEyXkFqcGdeQXVyMDY4Mzk5Ng@@._V1_QL75_UX190_CR0,2,190,281_.jpg",5.4,DC Super Hero Girls: Intergalactic Games,395
"Eric Feeble is a man living in London who strives to survive his divorce, angry boss, rival family, almost alien children, drunken housekeeper and even his own ""achievements"".","https://m.media-amazon.com/images/M/MV5BYjMyNDlhMTItOTcyZS00MjI5LWEzZDQtMDUxN2U2ODJmYmM4XkEyXkFqcGdeQXVyMTA0MTM5NjI2._V1_QL75_UX190_CR0,2,190,281_.jpg",7.4,Stressed Eric,442
"Documentary about the uncredited co-creator of Batman, Bill Finger.","https://m.media-amazon.com/images/M/MV5BYjYzZjc2ZTQtYmQyYy00NTk5LThmMTItNWQyNzk3MjNkYzEwXkEyXkFqcGdeQXVyMzYxOTQ3MDg@._V1_QL75_UY281_CR2,0,190,281_.jpg",8.0,Batman & Bill,1.8K
A young girl gets lost in the Australian outback and befriends a kangaroo,"https://m.media-amazon.com/images/M/MV5BNzgwNjIzMzQ4OV5BMl5BanBnXkFtZTcwMDkzMDIyMQ@@._V1_QL75_UY281_CR3,0,190,281_.jpg",7.0,Dot and the Kangaroo,767
Remy and Emile plead the case for rats by illustrating the historical and scientific facts about the species and their interaction with humans.,"https://m.media-amazon.com/images/M/MV5BMTcyOTU4MTM0OF5BMl5BanBnXkFtZTgwODQzMDgwMjE@._V1_QL75_UY281_CR0,0,190,281_.jpg",7.1,Your Friend the Rat,5.7K
"It's an anime series based on the original novel of ""Daddy Long Legs"" written by Jean Webster. It takes you through the high school life of Judy Abbot and her mysterious benefactor called Jhon Smith.","https://m.media-amazon.com/images/M/MV5BYWI0YWI5MDctNWQ1Ni00OTczLWEwNjMtZjMwZDJjNjk2NmY0XkEyXkFqcGdeQXVyMTE2MDU0NzAw._V1_QL75_UX190_CR0,2,190,281_.jpg",8.1,Watashi no ashinaga ojisan,1.4K
Boonie bears and Bald Qiang work together with secret primitive girl to smash a conspiracy to destroy old-growth forest.,"https://m.media-amazon.com/images/M/MV5BMzQ5NmIzZjItZjdjYS00NzE5LTk3ZTktYWNkNDU3YWMxMDUzXkEyXkFqcGdeQXVyMjMwODE4ODI@._V1_QL75_UY281_CR5,0,190,281_.jpg",5.3,Boonie Bears: Entangled Worlds,169
"The often off the wall, nonsensical antics of an animated creature with an enormously long tail and his life in the jungle.","https://m.media-amazon.com/images/M/MV5BOWQ2NGJjN2YtYjQ2NC00MDhkLWJlYzAtZDcwNGUzNmNlZjI4XkEyXkFqcGdeQXVyNjExODE1MDc@._V1_QL75_UX190_CR0,28,190,281_.jpg",6.2,Marsupilami,1.2K
"Join B.O.B., Dr. Cockroach and The Missing Link for dynamite action and mind-blowing adventure. The good doctor celebrates B.O.B.'s birthday with a cake that's just 'the bomb.' After he swallows the explosive, B.O.B. mysteriously has the power to read other creature's minds.","https://m.media-amazon.com/images/M/MV5BODJiOTkxZmItZjM1Zi00ZTk0LWIzODctZWFlNGM3NGVlNjYwXkEyXkFqcGdeQXVyNDgyODgxNjE@._V1_QL75_UY281_CR5,0,190,281_.jpg",6.3,B.O.B.'s Big Break,1.1K
"Episodes feature the Ghostbusters as well as their secretary Janine. But the main star of this show is their pet ghost Slimer, who's joined by some new friends and some new enemies.","https://m.media-amazon.com/images/M/MV5BZDcxNzI4NjQtNDYxOC00OWEzLWJmMGYtZDZmNDY0MzMwMGQ2XkEyXkFqcGdeQXVyNjc5MjkyNDQ@._V1_QL75_UX190_CR0,7,190,281_.jpg",6.0,Slimer! And the Real Ghostbusters,544
"This two-part series, a sequel to Walking with Dinosaurs featured Nigel and his ""team of fellow explorers"" encountering prehistoric life over a large range of time, and seeing creatures not featured in the original series.","https://m.media-amazon.com/images/M/MV5BZDJlNzZlZWUtM2UxMy00NmFlLTllZTItYTdjZThkNjIyZWY4XkEyXkFqcGdeQXVyNjcwMzExMzU@._V1_QL75_UY281_CR11,0,190,281_.jpg",7.7,Chased by Dinosaurs,730
"Jerry finds himself in charge of a foundling mouse called Nibbles, who is eager to steal milk from Tom's bowl and oblivious to the danger.","https://m.media-amazon.com/images/M/MV5BMWE2NWZkYTYtMGYxOS00NzhmLTg5MzctODc2NzZhZjJlMGNmXkEyXkFqcGdeQXVyNjMxODMyODU@._V1_QL75_UX190_CR0,7,190,281_.jpg",7.8,The Milky Waif,1.1K
"After managing to survive attacks by Zeon's Char Aznable and Garma Zabi, the crew of Federation warship White Base and its mobile suits battle Zeon forces (Ramba Ral, Ma Kube, Tri-Stars, Boone) through Asia, Europe, and the Atlantic Ocean if they are to reach Earth Federation's headquarters alive. During that process many of its crewmembers like Amuro Ray, Bright Noah...","https://m.media-amazon.com/images/M/MV5BOGM3YzdiNzgtOTJkYy00ZTYwLTlkMmMtNmZiMmMxYjU0NjFlXkEyXkFqcGdeQXVyMTA3NTQwNDU4._V1_QL75_UY281_CR5,0,190,281_.jpg",7.3,Kidô senshi Gandamu II: Ai senshihen,1.1K
A spin off of world race and acceleracers staring vert wheeler now has to lead his own team to stop evil from stealing battle keys from new realms called battle zones,"https://m.media-amazon.com/images/M/MV5BMTg5NDM0OTI3MV5BMl5BanBnXkFtZTcwODcxMTQ0Mw@@._V1_QL75_UY281_CR20,0,190,281_.jpg",5.7,Hot Wheels: Battle Force 5,300
"These are kid stories from the Bible. They cover such stories as creation, Noah, Esther, et cetera.","https://m.media-amazon.com/images/M/MV5BOGEzNjY0ZDUtZjMwMS00MWVhLWI0MzctNjY2MGY2ZDM1MWVmXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_QL75_UY281_CR93,0,190,281_.jpg",7.6,The Greatest Adventure: Stories from the Bible,91
"Cobra, a famous space pirate with a psycho-gun hidden in his left arm, supposed dead for two years, is back in action. He falls for bounty huntress Jane Flower, whom crime lord Necron wants dead, and tries to help her save her world.","https://m.media-amazon.com/images/M/MV5BM2E5YmZjOTMtYmQzYS00YTkzLTk5OTgtNzlmODgyMGYwNzFjXkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_QL75_UY281_CR4,0,190,281_.jpg",7.3,Space Adventure Cobra,1.9K
"Disney's retelling of the legend of John Henry, the steel-driving man.","https://m.media-amazon.com/images/M/MV5BMjE0OTA5NTczOV5BMl5BanBnXkFtZTcwMDg4NTIyMQ@@._V1_QL75_UY281_CR3,0,190,281_.jpg",6.9,John Henry,1.7K
"Popeye begins his movie career by singing his theme song, demonstrating his strength at a carnival, dancing the hula with Betty Boop, pummeling Bluto, eating his spinach and saving Olive Oyl from certain doom on the railroad tracks.","https://m.media-amazon.com/images/M/MV5BMTgzMDU2N2UtZWE1MC00OGVkLWIzNzktMDY5YzkwYzA2ZGUwXkEyXkFqcGdeQXVyNTcwNjUwNzk@._V1_QL75_UX190_CR0,2,190,281_.jpg",7.7,Popeye the Sailor,1.7K
A short film about rabbits in the world of the reimagined Peter Rabbit,"https://m.media-amazon.com/images/M/MV5BN2ZiMzZmY2UtOTQwOC00YjEzLTkxMjgtZDZjYTY0ZGEzY2ZkXkEyXkFqcGdeQXVyMzc3OTQzMQ@@._V1_QL75_UY281_CR46,0,190,281_.jpg",5.3,Flopsy Turvy,222
Lanny and Wayne race to recover classified North Pole technology.,"https://m.media-amazon.com/images/M/MV5BOWJiN2MzMjktMjc2ZS00ZDM5LThmNTUtZGNhZWIwYzFlYTBiXkEyXkFqcGdeQXVyNDgyODgxNjE@._V1_QL75_UY281_CR11,0,190,281_.jpg",7.4,Prep & Landing: Naughty vs. Nice,1.7K
A young biker stumbles onto a prototype motorcycle with a hidden function that has a link to the true nature of his world.,"https://m.media-amazon.com/images/M/MV5BNmRlZjIyNjQtM2RlOC00OGE1LTg3MDItNGI2N2I2MmEzZWVmXkEyXkFqcGdeQXVyMTA1OTEwNjE@._V1_QL75_UY281_CR4,0,190,281_.jpg",6.8,Megazone 23,438
"Project A-ko is the typical love triangle of three school girls and their confrontations with aliens, giant robots, and women who look like burly men.","https://m.media-amazon.com/images/M/MV5BNTQyOGYxMzYtMDljMy00ZjFmLTlhYmEtZWVkYTM3N2EwNDg4XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_QL75_UY281_CR2,0,190,281_.jpg",7.0,Purojekuto A-ko,1.2K
"Kobeni has lived with her Mother and Sister, Benio, for most of her life. When she's 16, Hakuya, a tall, quiet boy, comes to stay with her and it's revealed that they're actually engaged. Kobeni comes to learn about a past injury while fighting her growing feelings for Hakuya and surviving her Sister's sister-complex.","https://m.media-amazon.com/images/M/MV5BMjhjMjU4ZjEtNTgyNC00ODY5LThlNmItMTUwZTQ4MjliYzM0XkEyXkFqcGdeQXVyOTA1ODU0Mzc@._V1_QL75_UX190_CR0,2,190,281_.jpg",7.0,Mikakunin de Shinkoukei,328
"They couldn't be more different, the members of the trio that allies in the fight against an Ancient Ice Ghost (AIG): Tom, an easily scared boy, Hetty, a professional ghosthunter and the loveable, but pretty slimy Hugo - a ghost. Will the team manage to save their town from the next ice age?","https://m.media-amazon.com/images/M/MV5BMjI3ODM1MzczN15BMl5BanBnXkFtZTgwNzI3MjM5NDE@._V1_QL75_UY281_CR5,0,190,281_.jpg",5.4,Gespensterjäger,893
"Little Singham's biggest enemy, the demon Kaal, is back and badder than ever -- but this time, will he succeed in destroying the world's best kid cop.","https://m.media-amazon.com/images/M/MV5BMDU5YzkyMmUtMjEzNS00MmRiLTg1OTYtODQ4ZWYxZDhlYTg4XkEyXkFqcGdeQXVyMTA5NzIyMDY5._V1_QL75_UY281_CR6,0,190,281_.jpg",5.5,Little Singham: Kaal Ka Badla,17
A group of birds attempt to attack sheltered enemy pigs while creating as much damage as possible.,"https://m.media-amazon.com/images/M/MV5BMjFkY2ZjNmQtZWQ0NC00NTg2LWE1ZTktN2Y3MGVlYzM3NTdjXkEyXkFqcGdeQXVyNTgyNTA4MjM@._V1_QL75_UX190_CR0,2,190,281_.jpg",6.7,Angry Birds,1.5K
"Daniel Sissou has a secret: his soccer ball is none other than the world's greatest soccer player Erico Platana, transformed by a mad sorcerer. In order to change back, Erico has to deflate his ego and help Daniel become a champ.","https://m.media-amazon.com/images/M/MV5BMjQ2NmYzNjctYTBiNy00MjExLTllMjItNmY2MGJmNzVhNDM4XkEyXkFqcGdeQXVyNTg3MjA4NDc@._V1_QL75_UY281_CR1,0,190,281_.jpg",7.5,Coach Me If You Can,13
"A 3D-animated action series for kids ages 3-6, KINGDOM FORCE follows the fast-paced exploits of five mighty animal heroes as they serve and protect the citizens of five unique animal kingdoms.","https://m.media-amazon.com/images/M/MV5BZTZlMTAyZjYtMjU5Ni00NzM4LTlhZGYtOTljMmU3YmI3NmJhXkEyXkFqcGdeQXVyOTE3MjY4ODU@._V1_QL75_UY281_CR16,0,190,281_.jpg",7.3,Kingdom Force,50
Weather reporter Keiko Nakadai becomes a sensation by flashing her lingerie when on air. Behind the scenes she wages a war with envious and vicious competitors out to bring her down.,"https://m.media-amazon.com/images/M/MV5BMTAwNjczNjkyNDleQTJeQWpwZ15BbWU3MDAxNjQyMzE@._V1_QL75_UY281_CR5,0,190,281_.jpg",5.9,Otenki onee-san,83
"Revolves around the love between an immortal hero and Janaína, the woman he has been in love with for 600 years, through Brazil's colonization, slavery, military regime and the future, in 2096, in the midst of wars for water.","https://m.media-amazon.com/images/M/MV5BOTQ0MzAyODM0MF5BMl5BanBnXkFtZTcwNDA1MTA4OQ@@._V1_QL75_UY281_CR1,0,190,281_.jpg",7.3,Uma História de Amor e Fúria,1.5K
Ilpalazzo wants one thing: to rule world so he can better it. Excel just wants to help. Too bad she sucks at her job.,"https://m.media-amazon.com/images/M/MV5BMTIxMTM5MDY4NF5BMl5BanBnXkFtZTYwODcyNDk5._V1_QL75_UY281_CR4,0,190,281_.jpg",7.5,Heppoko jikken animêshon excel saga,1.3K
"After the One Year War, Peace was signed between Zeon and the Earth Federation. Three years later, however, some remaining forces of Zeon who never gave up steal the new Federation mobile suit Gundam Unit 2, capable of Nuclear Strike and use it as its primary weapon in their Operation Stardust. Can Federation rookie pilot Kou Uraki and his Gundam Unit 1 match up again...","https://m.media-amazon.com/images/M/MV5BOTk0MTk4ZjAtZWQ1My00MWRmLTk1MWMtNjZiODkwY2JjMzMyXkEyXkFqcGdeQXVyNTY0MDIzNzM@._V1_QL75_UY281_CR5,0,190,281_.jpg",7.8,Kidô senshi Gundam 0083: Stardust Memory,962
"Trained in the skills of sea power, Pi the fish can fight a shark, sink a squid or batter any random predator that ever threatens his friends and neighbors on the reef. Unfortunately, being the only hero in town can take its toll, especially when a group of sharks declares that the end of the reef is soon at hand.","https://m.media-amazon.com/images/M/MV5BMzQ5OTY2Mzc3OV5BMl5BanBnXkFtZTcwMzkyOTI5Nw@@._V1_QL75_UY281_CR4,0,190,281_.jpg",3.9,The Reef 2: High Tide,938
"Zyro Kurogane, the new protagonist who looks up to Gingka Hagane and aims to become the strongest Blader, is the No. 1 Blader who remains undefeated on his home turf. In order to test his own strength, Zyro arrived at the town where Gingka and his friends were, but Gingka wasn't there and champion Bladers who aim at becoming the strongest Blader of tomorrow had gather...","https://m.media-amazon.com/images/M/MV5BYzNmYTdlYmYtMGUyYy00NTA5LTllNWEtZWFhYzRlYmI1OTlhL2ltYWdlXkEyXkFqcGdeQXVyNjM2NDIwMzQ@._V1_QL75_UX190_CR0,29,190,281_.jpg",4.5,Metarufaitobeiburedo Zero-G,149
Two buskers engage in a petty feud over a child's donation.,"https://m.media-amazon.com/images/M/MV5BNDZmZDczYmYtYzc1Ni00OTljLWE4ZDUtOWNkODBlY2I5M2QwXkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_QL75_UX190_CR0,0,190,281_.jpg",7.7,One Man Band,15K
The series follows the adventures of a young boy named Rai who possesses the rare ability to befriend and duel alongside fantastical creatures from a parallel dimension.,"https://m.media-amazon.com/images/M/MV5BNWZjNWE1MDAtZGZkNS00ZjY2LWFhMWUtMWRlZjliMTQ0ZGM4XkEyXkFqcGdeQXVyOTgwMzk1MTA@._V1_QL75_UX190_CR0,2,190,281_.jpg",7.0,Kaijudo: Rise of the Duel Masters,249
"Yuusaku brings an extravagant bento box to share with the class, which makes Ryuuji feel inferior about his own bento making skills. Desperate to beat his bentos, Ryuuji obsessively tries to compete against them to the point where he even brings a rice cooker to school. After Taiga brings him some salty onigiri, Ryuuji realizes that the true meaning of bentos is not t...","https://m.media-amazon.com/images/M/MV5BMDE2NDA0NWItNDIwYS00ODczLWE4MjAtM2RlMjA0MDBlZWVjXkEyXkFqcGdeQXVyMzgxODM4NjM@._V1_QL75_UY281_CR2,0,190,281_.jpg",7.3,Toradora!: Bentô no gokui,194
"The infamous series of unexplainable murders in Hinamizawa have been solved and the chains of fate have broken due to the efforts of Rika Furude and her friends. Rika believes she has finally obtained the normal and peaceful life she desired with her friends, however, she is proven wrong when the wheels of fate begin turning once again after an unfortunate accident. R...","https://m.media-amazon.com/images/M/MV5BNDdlZmZhNTQtOGFmOC00YmFmLWIwN2YtMmQ1ZmE0YmRjNGI2XkEyXkFqcGdeQXVyMzgxODM4NjM@._V1_QL75_UY281_CR5,0,190,281_.jpg",7.1,Higurashi no Naku Koro ni: Rei,558
"Victini, a legendary Pokémon, unable to leave the boundaries of its hometown, is targeted by a determined villager to restore the homelands of his ancestors.","https://m.media-amazon.com/images/M/MV5BYzc4ZDM4MjgtMTIxNy00MWUxLTk4ZDctZjczOWM2ZGVmMGE5XkEyXkFqcGdeQXVyOTA1ODU0Mzc@._V1_QL75_UY281_CR3,0,190,281_.jpg",5.7,Gekijouban Pokketo monsutâ Besuto wisshu: Bikutini to shiroku eiyuu Reshiramu,1K
"The Paw Patrol explore a Whole New World of Adventure, Save Anyone in need, and Defeat Sweetie.","https://m.media-amazon.com/images/M/MV5BYjVmNmQwY2YtYzU3NS00YjI1LWE4NDItODg3ZWZiMjQwZjg3XkEyXkFqcGdeQXVyNTc1ODUyMDQ@._V1_QL75_UY281_CR155,0,190,281_.jpg",7.1,PAW Patrol,16
"Is insanity hereditary? Shougo Mikadono's beginning to think so, because the terms of his late father's will seem crazy and following them may drive Shougo bonkers as well. Oh, it sounds simple at first: before Shougo can claim his VERY large inheritance, he just has to start attending a certain new school and find a nice girl to marry. It's a little unromantic, but p...","https://m.media-amazon.com/images/M/MV5BMDBlMDYwZDAtZmMzOC00NmEzLTgwN2YtM2UxOTJkNTExMTRlXkEyXkFqcGdeQXVyMzgxODM4NjM@._V1_QL75_UX190_CR0,2,190,281_.jpg",6.2,"Kono naka ni hitori, imouto ga iru!",191
"The legend of secret pass is a charming CGI animated movie inspired by American Indian mythology,","https://m.media-amazon.com/images/M/MV5BMTU4OTk2NzI0N15BMl5BanBnXkFtZTcwOTA1MTc0MQ@@._V1_QL75_UY281_CR15,0,190,281_.jpg",5.1,The Legend of Secret Pass,442
"The plot revolves around Natsuru, a normal high school boy with blue hair. One day he wakes up and found himself turned into a girl. A stuffed tiger ""Harakiri Tora"" comes to life and tells him that he has been chosen as one of the ""Kampfer"", a female fighter. The Kampfer are destined to fight with other Kampfer. The story starts when he is attacked by an unknown girl ...","https://m.media-amazon.com/images/M/MV5BMWMyMTRmNGEtMGZlYi00OTQwLTkyMjEtMGExMWQyNDNkOTJiXkEyXkFqcGdeQXVyMzU3MDU3NjI@._V1_QL75_UX190_CR0,7,190,281_.jpg",6.1,Kenpufâ,325
The Bratz Babyz go for Daycare in a shopping mall and one of the puppies are kidnapped.,"https://m.media-amazon.com/images/M/MV5BMTM1NDg3NzA5N15BMl5BanBnXkFtZTcwNjQ0ODc4Mw@@._V1_QL75_UY281_CR5,0,190,281_.jpg",3.6,Bratz: Babyz the Movie,321
"The series focuses on 5 colored bunnies (Turbo, Big Boo, Iris, Shiny and Hopper). They are usually in Sunny Park and always have an adventure...","https://m.media-amazon.com/images/M/MV5BY2ZiNDdhMTctNTFkOS00NGI4LWJjYjYtZGI1ZjY1M2Q5NmRiXkEyXkFqcGdeQXVyODE2ODYyNjg@._V1_QL75_UX190_CR0,28,190,281_.jpg",6.9,Sunny Bunnies,82
"The little prince, who lives on a tiny asteroid with his beloved rose, travels with his only friend, a talking fox, through the galaxy. He lands at planets where the serpent and its black thoughts are suspected to have arrived earlier, each time inspiring or exacerbating a bitter, needless conflict among its human and/or population(s).","https://m.media-amazon.com/images/M/MV5BYzY3Zjk1NjQtMjRjOC00YjFmLWIwZTItZTFmMGU2OGE5ZTQxXkEyXkFqcGdeQXVyMjM2ODYwMQ@@._V1_QL75_UY281_CR5,0,190,281_.jpg",6.9,Le petit prince,220
"When a town learns that Santa Claus has struck it off his delivery schedule due to an insulting letter, a way must be found to change his mind.","https://m.media-amazon.com/images/M/MV5BMTI4MjM2Mjg1MF5BMl5BanBnXkFtZTcwMTgwNjgxMQ@@._V1_QL75_UX190_CR0,35,190,281_.jpg",7.3,'Twas the Night Before Christmas,3K
"Franny spends her days with her grandfather at his shoe repair shop. When customers bring in their shoes, something magical happens: Franny is transported to far away lands where she meets new friends and solves fun problems.","https://m.media-amazon.com/images/M/MV5BOTc3NjE3MzItZmQxNi00YmJjLWEzMTMtZjQ1Yjc2ZDA5ZmFkXkEyXkFqcGdeQXVyMjM5NDQzNTk@._V1_QL75_UX190_CR0,2,190,281_.jpg",6.0,Franny's Feet,120
"Enjoy an all-new original Disney Animation digital series with everyone's favorite snowman, Olaf. At Home With Olaf, created at home by Hyrum Osmond and voiced from home by Josh Gad.","https://m.media-amazon.com/images/M/MV5BN2U2YTE2MjQtMjgyYS00NDVhLTljODQtMjJiNzg2MWNiNjgwXkEyXkFqcGdeQXVyNjgwNDU3NTA@._V1_QL75_UY281_CR81,0,190,281_.jpg",7.9,At Home with Olaf,272
Doyle and Abby are two young assassins that plot to take down a bizarre gang of thugs.,"https://m.media-amazon.com/images/M/MV5BMTc4MDQwOTE4N15BMl5BanBnXkFtZTgwODgzMDQxNjE@._V1_QL75_UX190_CR0,2,190,281_.jpg",7.3,Riding Shotgun,261
"PopPixie follows the wacky, gag-filled adventures of pixies who live in a miniature metropolis called Pixieville.","https://m.media-amazon.com/images/M/MV5BMDY4NjYwMTMtZjNlYS00Yzg2LTkyYmUtY2UxZTY1ZjdkMTA4XkEyXkFqcGdeQXVyOTMwNTUwNTk@._V1_QL75_UY281_CR1,0,190,281_.jpg",5.6,Pop Pixie,73
